Transaction_ID,Contact_ID,Date_transaction,Store_transaction_ID,Store_transaction_name,Item_ID,Unit_original_price,Unit_sale_price,Promotion_ID,Quantity_item,Transaction_value
TRX1C603FD5,CUST7E718102,20231001,AB035,AB Store 035 - Brooks,SKU1BD7983B,"9,95","5,16",PROMOA15EE2E3,1,"30,95"
TRX200BEB62,,20231001,AB032,AB Store 032 - Fort McMurray,SKU8806DB05,"9,95","5,16",PROMOA15EE2E3,1,"30,95"
TRXB5D0EF96,,20231001,AB107,AB Store 107 - Grande Prairie,,"6,95","6,95",,1,"102,87"
TRXDD79F7E4,CUST55DD7973,20231001,AB025,AB Store 025 - St. Albert,,"7,19","7,19",,1,"197,8"
TRX1F36146F,,20231001,AB105,AB Store 105 - St. Albert,SKUC0BF1AB2,"11,95","7,19",PROMO8A254670,1,"90,84"
TRXE13590CF,,20231001,AB085,AB Store 085 - St. Albert,SKU85D8C91D,"25,99","12,99",PROMOA34667FA,1,"200,92"
TRX98AB51B2,CUST7090E062,20231001,AB035,AB Store 035 - Brooks,SKU54AAAA83,"34,99","34,99",,1,"90,97"
TRXCA3DF6CF,,20231001,AB105,AB Store 105 - St. Albert,SKU461B9C74,"7,99","3,99",PROMOA34667FA,1,"13,98"
TRXB7D5321A,CUST08660DA5,20231001,AB083,AB Store 083 - Red Deer,SKUF3D40820,"26,95","26,95",,1,"93,8"
TRXD1129869,,20231001,AB026,AB Store 026 - Medicine Hat,SKU27AD94AA,"9,95","5,16",PROMOA15EE2E3,1,"30,95"
TRX5DCF37EC,,20231001,AB105,AB Store 105 - St. Albert,SKUDF95050F,"11,95","3,16",PROMO6EBF2B4B,1,"39,99"
TRXB6473DBE,,20231001,AB029,AB Store 029 - Spruce Grove,SKUD195EE7B,"21,99","21,99",,1,"104,93"
TRX9F1C0232,,20231001,AB048,AB Store 048 - Airdrie,,2,2,,1,"32,95"
TRXA2DB0E08,CUST55DD7973,20231001,AB025,AB Store 025 - St. Albert,SKU565FB9EE,"32,95","32,95",,1,"72,9"
TRX4779DFF6,CUSTE23CE718,20231001,AB023,AB Store 023 - Red Deer,,"34,95","34,95",,1,"34,95"
TRXA4FC932D,,20231001,AB080,AB Store 080 - Wetaskiwin,,2,2,,1,"87,89"
TRX609E95C5,,20231001,AB104,AB Store 104 - Lethbridge,SKUFC58E088,"23,99","11,99",PROMOA34667FA,1,"11,99"
TRX903D0851,,20231001,AB046,AB Store 046 - Medicine Hat,SKU3704399E,"9,95","5,15",PROMOA15EE2E3,1,"240,75"
TRX762E2CD8,,20231001,AB086,AB Store 086 - Medicine Hat,SKU552575E7,"9,95","2,78",PROMO6EBF2B4B,1,30
TRX2BC3151B,CUST1513D909,20231001,AB055,AB Store 055 - Brooks,SKUFDC793AF,"9,95","5,16",PROMOA15EE2E3,1,"107,85"
TRX86944F79,,20231001,AB041,AB Store 041 - Calgary,,"9,95","5,16",PROMOA15EE2E3,1,"130,85"
TRX4727A0E2,,20231001,AB041,AB Store 041 - Calgary,SKU430CDB55,"14,95","7,48",,1,"59,9"
TRX2BB944B7,,20231001,AB081,AB Store 081 - Calgary,,"11,95","7,19",PROMO8A254670,1,"35,95"
TRXBB7167C4,,20231001,ABWEB01,Alberta Online Store 01,SKUABCB0865,12,12,,1,"82,5"
TRXD5F8E542,,20231001,AB080,AB Store 080 - Wetaskiwin,SKUB1B609A1,"38,99","9,99",PROMO3B9F7E90,1,"29,97"
TRX6EFE863B,,20231001,AB107,AB Store 107 - Grande Prairie,,"9,95","5,16",PROMOA15EE2E3,1,"55,92"
TRXCB413AB0,,20231001,AB077,AB Store 077 - Chestermere,SKUBBA29195,"-14,99","-14,99",,-1,"-148,9"
TRXB0A53A2F,,20231001,AB078,AB Store 078 - Lloydminster,SKU09A3CE1E,"16,99","8,49",PROMOA34667FA,1,"-0,01"
TRXADF008D5,CUST6DFB3DE4,20231001,AB041,AB Store 041 - Calgary,SKU5070BA88,"26,95","26,95",,1,"90,35"
TRXD0ADCF5E,,20231002,ABWEB01,Alberta Online Store 01,SKU448FA490,"34,95","34,95",,1,"84,9"
TRXA64B00F2,,20231002,AB056,AB Store 056 - Camrose,SKU5BF62285,"9,95","5,16",PROMOA15EE2E3,1,"68,9"
