SKU,EAN,Saison,Couleur - Code,Couleur - Nom,Taille du produit,Style - Description FR,Catégorie - Code,Catégorie,Sous-catégorie - Code,Sous-catégorie,Sous-classe - Code,Sous-classe
SKU77351471,EAN77351471,20F,675,RD-PRT,XXL,Style_0001,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKUD610D178,EAND610D178,20F,135,WHT-PRT,XXL,Style_0002,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKU51C7719A,EAN51C7719A,20F,632,PNK-L,36B,Style_0003,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKUACB919D9,EANACB919D9,20F,417,BL-MSC,XXL,Style_0004,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_029,Sous-classe_029
SKUFBF0458D,EANFBF0458D,20F,765,PCH-PRT,XXL,Style_0005,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUD627B888,EAND627B888,21S,642,FCHS-L,M,Style_0006,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_020,Sous-classe_020
SKUF7D4910D,EANF7D4910D,21S,641,FCHS-P,34C,Style_0007,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU87577A3E,EAN87577A3E,21S,001,BLACK,L,Style_0008,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKU4331A5F3,EAN4331A5F3,21F,093,BLK-M,XXL,Style_0009,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU8A2C8DC0,EAN8A2C8DC0,21S,826,SLV-HTR,L,Style_0010,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_046,Sous-classe_046
SKU87A89751,EAN87A89751,21F,10000,Brilliant White,L,Style_0011,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKUDF2A10CB,EANDF2A10CB,21S,P40004,NAVY STRIPE,XS,Style_0012,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU9BB9FCEA,EAN9BB9FCEA,21S,00001,Black Beauty,XXL,Style_0013,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKU01BF2546,EAN01BF2546,21S,40001,BLACK IRIS,M,Style_0014,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU3B8C5F9C,EAN3B8C5F9C,21S,40001,BLACK IRIS,L,Style_0015,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU5F0419F9,EAN5F0419F9,21S,70000,SUNDRESS,M,Style_0016,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU9F5963EB,EAN9F5963EB,21S,40001,BLACK IRIS,L,Style_0017,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKUE9AE26A1,EANE9AE26A1,21S,P50005,Ditsy Floral,S,Style_0018,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU7C7ADDC5,EAN7C7ADDC5,21S,80007,ASSORTED,XXL,Style_0019,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKUE7558CB4,EANE7558CB4,21S,80007,ASSORTED,XL,Style_0020,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU5C79E5A2,EAN5C79E5A2,21S,80007,ASSORTED,XXL,Style_0021,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU5D2D7656,EAN5D2D7656,21S,60030,RASPBERRY,M,Style_0022,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKUAC33325E,EANAC33325E,21F,P10049,SOFT BOUQUET,XXL,Style_0023,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUAC2E8C65,EANAC2E8C65,21S,00001,Black Beauty,M,Style_0024,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_052,Sous-classe_052
SKUA16EE893,EANA16EE893,21S,00001,Black Beauty,L,Style_0025,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_052,Sous-classe_052
SKUCB22114A,EANCB22114A,21F,40049,HEATHER,M,Style_0026,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_046,Sous-classe_046
SKU83FCB066,EAN83FCB066,21F,40050,FADED DENIM,XL,Style_0027,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKUA0E3431D,EANA0E3431D,21F,P60035,PINK COFFEE,XS,Style_0028,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKU28F0E845,EAN28F0E845,21F,P00063,Grey Mouton,M,Style_0029,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU70FD2FAF,EAN70FD2FAF,21F,50015,PURPLE HEATHER,M,Style_0030,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKUF0E5EA9D,EANF0E5EA9D,21F,P50015,Mini Stripe Bear Mix,S,Style_0031,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU1DF22583,EAN1DF22583,21F,P10066,Bear Foliage,XXL,Style_0032,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKUD1D64EBC,EAND1D64EBC,21F,00001,Black Beauty,XXL,Style_0033,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_037,Sous-classe_037
SKU8D718A14,EAN8D718A14,21F,10011,Snow White,XXL,Style_0034,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU93D19A5A,EAN93D19A5A,21F,40060,BILLOWING SAIL,S,Style_0035,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_034,Sous-classe_034
SKUE1FC9AF0,EANE1FC9AF0,21F,40060,BILLOWING SAIL,M,Style_0036,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_034,Sous-classe_034
SKU49C7B158,EAN49C7B158,21F,P60062,FLOWER EMBROIDERY,L,Style_0037,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_015,Sous-classe_015
SKUA069D51E,EANA069D51E,21S,50003,ORCHID HUSH,M,Style_0038,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_020,Sous-classe_020
SKU0F6AD80B,EAN0F6AD80B,21F,00019,Smoke Mix,S,Style_0039,Catégorie_005,Catégorie_005,Sous-catégorie_013,Sous-catégorie_013,Sous-classe_028,Sous-classe_028
SKU58A004BA,EAN58A004BA,21F,10011,Snow White,XXL,Style_0040,Catégorie_005,Catégorie_005,Sous-catégorie_005,Sous-catégorie_005,Sous-classe_037,Sous-classe_037
SKUB93F3321,EANB93F3321,21F,00004,MICROCHIP,L,Style_0041,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_045,Sous-classe_045
SKUA77585B4,EANA77585B4,21F,P60068,Floçon Sepia Rose,XL,Style_0042,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_034,Sous-classe_034
SKUC383DBA3,EANC383DBA3,21F,P60071,Pink Penguin,XL,Style_0043,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKUA6D4D4DF,EANA6D4D4DF,21F,P40080,Nordic Cookie,S,Style_0044,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKUBE42E78E,EANBE42E78E,21F,00007,Comfy Grey Mix,S,Style_0045,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKUB7EEF5AA,EANB7EEF5AA,21F,60011,Mauve Chalk,S,Style_0046,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_034,Sous-classe_034
SKU9700BD42,EAN9700BD42,21F,P00114,BLACK GLAMIE,S,Style_0047,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU058CAC05,EAN058CAC05,21F,P00114,BLACK GLAMIE,S,Style_0048,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU9ABEAB8B,EAN9ABEAB8B,21F,P40095,FOREVER BLUE STRIPE,M,Style_0049,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU60BAFB45,EAN60BAFB45,21S,P40028,OCEAN,M,Style_0050,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU529A73FF,EAN529A73FF,21S,P70007,YELLOW SUBMARINE,XS,Style_0051,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKUFE1D6169,EANFE1D6169,21S,40017,BLUE TINT,XXL,Style_0052,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKU3ACD6836,EAN3ACD6836,21S,40031,ARONA,S,Style_0053,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKUF6DB6A4C,EANF6DB6A4C,21F,10000,Brilliant White,L,Style_0054,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU84F52824,EAN84F52824,21S,50003,ORCHID HUSH,42E,Style_0055,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU839C4764,EAN839C4764,21F,60031,DUSTY ROSE,M,Style_0056,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU200A08DE,EAN200A08DE,21F,60036,PINK NECTAR,36B,Style_0057,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU0B432307,EAN0B432307,21F,00007,Comfy Grey Mix,34D,Style_0058,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKUC2F42118,EANC2F42118,21F,50017,BLUE ICE,38B,Style_0059,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKUBC0F6717,EANBC0F6717,21F,50020,Wistful Mauve,40E,Style_0060,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKUDE91A738,EANDE91A738,21F,50014,LAVENDER BLUE,M,Style_0061,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_026,Sous-classe_026
SKU38089BE9,EAN38089BE9,21F,P60065,Red Plaid,S,Style_0062,Catégorie_003,Catégorie_003,Sous-catégorie_025,Sous-catégorie_025,Sous-classe_052,Sous-classe_052
SKU0384ED10,EAN0384ED10,21F,00004,MICROCHIP,M,Style_0063,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKU59BC7206,EAN59BC7206,22F,60120,RHODODENDRON,XS,Style_0064,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU81C807E8,EAN81C807E8,22S,70030,Samoan Sun,M,Style_0065,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUED3CB1AC,EANED3CB1AC,22S,00001,Black Beauty,M,Style_0066,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU7C530071,EAN7C530071,22S,00001,Black Beauty,XL,Style_0067,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU98BA8D9F,EAN98BA8D9F,22S,60054,Rose Shadow,XS,Style_0068,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU677A957E,EAN677A957E,22S,60054,Rose Shadow,S,Style_0069,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUBC800B22,EANBC800B22,22S,60053,Wild Ginger,M,Style_0070,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKUCB400D7F,EANCB400D7F,22S,00001,Black Beauty,XL,Style_0071,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUA5D174DF,EANA5D174DF,22S,40072,Bluestone,XL,Style_0072,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU778E780C,EAN778E780C,22S,30035,DESERT SAGE,S,Style_0073,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKUE969D5D7,EANE969D5D7,22S,30038,DESERT SAGE MIX,S,Style_0074,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU904BC99E,EAN904BC99E,22S,60062,PEACHSKIN MIX,XXL,Style_0075,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU4A1DEB8A,EAN4A1DEB8A,22S,P60089,BLOOMING WILDFLOWER,S,Style_0076,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKU39D0ADB6,EAN39D0ADB6,22S,P60089,BLOOMING WILDFLOWER,L,Style_0077,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUFD04C9A6,EANFD04C9A6,22S,P10090,SPRING GARDEN,XL,Style_0078,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKU8E53A774,EAN8E53A774,22S,P10093,KEY HEART PLAID,XL,Style_0079,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKUB50F3BE8,EANB50F3BE8,22S,P10090,SPRING GARDEN,S,Style_0080,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKUEBDF50D4,EANEBDF50D4,22S,P10090,SPRING GARDEN,M,Style_0081,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU2DD51303,EAN2DD51303,22S,P10096,FOREVER FLORAL WHITE,XS,Style_0082,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU2A3621E6,EAN2A3621E6,22S,40078,HALOGEN BLUE MIX,S,Style_0083,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_026,Sous-classe_026
SKU5C1796FA,EAN5C1796FA,22S,P60088,BLOOMING DITSY FLORAL,S,Style_0084,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKU1B6A7B7E,EAN1B6A7B7E,22S,60059,PEACHSKIN,XS,Style_0085,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKU17FDED2C,EAN17FDED2C,22S,60055,Samba,M,Style_0086,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU6AEA14DF,EAN6AEA14DF,22S,00001,Black Beauty,M,Style_0087,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU8DF1F224,EAN8DF1F224,22S,00001,Black Beauty,S,Style_0088,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_025,Sous-classe_025
SKUA0155331,EANA0155331,22S,P40087,Retro Vibe,M,Style_0089,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU4851D024,EAN4851D024,22S,50032,PASTEL LILAC,S,Style_0090,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUA99D423E,EANA99D423E,22S,40076,HOLOGEN BLUE,S,Style_0091,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUE7B46BAD,EANE7B46BAD,22S,40076,HOLOGEN BLUE,S,Style_0092,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUEBFBCE42,EANEBFBCE42,22S,60059,PEACHSKIN,S,Style_0093,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUBA9BD869,EANBA9BD869,22S,60059,PEACHSKIN,M,Style_0094,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_048,Sous-classe_048
SKU133F6ABD,EAN133F6ABD,22S,P60086,BLOOMING PLACEMENT,XL,Style_0095,Catégorie_004,Catégorie_004,Sous-catégorie_032,Sous-catégorie_032,Sous-classe_046,Sous-classe_046
SKU0086C7EE,EAN0086C7EE,22S,00001,Black Beauty,S,Style_0096,Catégorie_006,Catégorie_006,Sous-catégorie_007,Sous-catégorie_007,Sous-classe_029,Sous-classe_029
SKU62EB02AF,EAN62EB02AF,22S,P50036,TOI ET MOI STRIPE,S,Style_0097,Catégorie_007,Catégorie_007,Sous-catégorie_023,Sous-catégorie_023,Sous-classe_043,Sous-classe_043
SKU74D5FF9A,EAN74D5FF9A,22S,P50036,TOI ET MOI STRIPE,M,Style_0098,Catégorie_007,Catégorie_007,Sous-catégorie_023,Sous-catégorie_023,Sous-classe_043,Sous-classe_043
SKU1A6F16AB,EAN1A6F16AB,22S,40077,INFINITY MIX,XXL,Style_0099,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU73577BB6,EAN73577BB6,22S,40087,INK BLUE,M,Style_0100,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU85B38E53,EAN85B38E53,22S,P30012,VIBRANT,M,Style_0101,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU109074F9,EAN109074F9,22S,P40096,REFRESHFUL,S,Style_0102,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKU27E81ACB,EAN27E81ACB,22S,P40096,REFRESHFUL,XXL,Style_0103,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKUB23D6DC4,EANB23D6DC4,22S,P40097,DITSY RETRO,M,Style_0104,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUB9888592,EANB9888592,22S,P40097,DITSY RETRO,XXL,Style_0105,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUC57CAFAF,EANC57CAFAF,22S,P40097,DITSY RETRO,XXL,Style_0106,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU4BA5B7D3,EAN4BA5B7D3,22S,50033,LAVENDER,XL,Style_0107,Catégorie_002,Catégorie_002,Sous-catégorie_020,Sous-catégorie_020,Sous-classe_038,Sous-classe_038
SKU9160D217,EAN9160D217,22S,20036,COPPER BROWN,XL,Style_0108,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKUD7CD46E5,EAND7CD46E5,22S,P40097,DITSY RETRO,M,Style_0109,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU488F5FB9,EAN488F5FB9,22S,70037,FIEREY CORAL,XXL,Style_0110,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU2D78787F,EAN2D78787F,22S,00001,Black Beauty,L,Style_0111,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU28A97B62,EAN28A97B62,22S,00001,Black Beauty,M,Style_0112,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU0E4BA086,EAN0E4BA086,22S,00001,Black Beauty,M,Style_0113,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKUABBBD4AC,EANABBBD4AC,22S,40083,BAY,S,Style_0114,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU6AFDBD65,EAN6AFDBD65,22S,00001,Black Beauty,M,Style_0115,Catégorie_001,Catégorie_001,Sous-catégorie_019,Sous-catégorie_019,Sous-classe_043,Sous-classe_043
SKU7AADC8B7,EAN7AADC8B7,22S,60066,DUSTY PINK,L,Style_0116,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU115CE9B2,EAN115CE9B2,22S,P10098,PLAID ONE MORE EPISODE,XL,Style_0117,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_037,Sous-classe_037
SKU4097FF95,EAN4097FF95,22S,00007,Comfy Grey Mix,L,Style_0118,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU56526947,EAN56526947,22S,40081,PURPLE IMPRESSION,S,Style_0119,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU10131B53,EAN10131B53,22S,P60096,PINK MOUSE MULTI STRIPE,XXL,Style_0120,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_045,Sous-classe_045
SKU670865F6,EAN670865F6,22S,00001,Black Beauty,XXL,Style_0121,Catégorie_004,Catégorie_004,Sous-catégorie_004,Sous-catégorie_004,Sous-classe_037,Sous-classe_037
SKUCD80297B,EANCD80297B,22S,70033,FLAN,S,Style_0122,Catégorie_004,Catégorie_004,Sous-catégorie_014,Sous-catégorie_014,Sous-classe_030,Sous-classe_030
SKUA98D6E5B,EANA98D6E5B,22S,P10112,WHITE GROUND DITSY,XS,Style_0123,Catégorie_007,Catégorie_007,Sous-catégorie_015,Sous-catégorie_015,Sous-classe_030,Sous-classe_030
SKUB62A79D6,EANB62A79D6,22S,P60105,PINK LADY VICHY,XXL,Style_0124,Catégorie_007,Catégorie_007,Sous-catégorie_015,Sous-catégorie_015,Sous-classe_030,Sous-classe_030
SKU678D4F68,EAN678D4F68,22S,60075,PINK LADY,L,Style_0125,Catégorie_007,Catégorie_007,Sous-catégorie_011,Sous-catégorie_011,Sous-classe_030,Sous-classe_030
SKUC6AD7FCD,EANC6AD7FCD,22S,60077,LILAS,XXL,Style_0126,Catégorie_005,Catégorie_005,Sous-catégorie_013,Sous-catégorie_013,Sous-classe_022,Sous-classe_022
SKUC6EE2AA8,EANC6EE2AA8,22S,P00118,BLACK GROUND FLORAL,S,Style_0127,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_048,Sous-classe_048
SKUDA44C447,EANDA44C447,22S,P00118,BLACK GROUND FLORAL,M,Style_0128,Catégorie_004,Catégorie_004,Sous-catégorie_021,Sous-catégorie_021,Sous-classe_048,Sous-classe_048
SKU2D5E4BBB,EAN2D5E4BBB,22S,20036,COPPER BROWN,M,Style_0129,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKUF66339B4,EANF66339B4,22S,P10111,DREAM STRIPE,S,Style_0130,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_013,Sous-classe_013
SKU58138064,EAN58138064,22S,P10111,DREAM STRIPE,XXL,Style_0131,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_013,Sous-classe_013
SKU7CB06529,EAN7CB06529,22S,70044,FLAN MIX,XS,Style_0132,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKUBFBEA82F,EANBFBEA82F,22S,70044,FLAN MIX,S,Style_0133,Catégorie_007,Catégorie_007,Sous-catégorie_034,Sous-catégorie_034,Sous-classe_008,Sous-classe_008
SKU2229850E,EAN2229850E,22S,00007,Comfy Grey Mix,L,Style_0134,Catégorie_007,Catégorie_007,Sous-catégorie_006,Sous-catégorie_006,Sous-classe_045,Sous-classe_045
SKU64F59190,EAN64F59190,22S,P10110,DREAM PLAID,S,Style_0135,Catégorie_007,Catégorie_007,Sous-catégorie_015,Sous-catégorie_015,Sous-classe_022,Sous-classe_022
SKU462D4C43,EAN462D4C43,22S,P10111,DREAM STRIPE,M,Style_0136,Catégorie_007,Catégorie_007,Sous-catégorie_015,Sous-catégorie_015,Sous-classe_022,Sous-classe_022
SKU86E91D04,EAN86E91D04,22S,10000,Brilliant White,XL,Style_0137,Catégorie_007,Catégorie_007,Sous-catégorie_011,Sous-catégorie_011,Sous-classe_030,Sous-classe_030
SKUCFC98ABE,EANCFC98ABE,22S,70033,FLAN,M,Style_0138,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_052,Sous-classe_052
SKUC83991BD,EANC83991BD,22S,P40103,THE SUMMER BLOSSOM,38DD,Style_0139,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKU99F249DB,EAN99F249DB,22S,P70015,FLAN GROUND FLORAL,38B,Style_0140,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
