SKU,EAN,Saison,Couleur - Code,Couleur - Nom,Taille du produit,Style - Description FR,Catégorie - Code,Catégorie,Sous-catégorie - Code,Sous-catégorie,Sous-classe - Code,Sous-classe
SKUF4A9ECE9,EANF4A9ECE9,23F,P10266,PORTOFINO,XXL,Style_5513,Catégorie_002,Catégorie_002,Sous-catégorie_020,Sous-catégorie_020,Sous-classe_038,Sous-classe_038
SKUF0C8AAC0,EANF0C8AAC0,23S,80007,ASSORTED,S,Style_5514,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUF5D64ED9,EANF5D64ED9,23S,80007,ASSORTED,M,Style_5515,Catégorie_006,Catégorie_006,Sous-catégorie_001,Sous-catégorie_001,Sous-classe_026,Sous-classe_026
SKUD3449406,EAND3449406,23F,30007,AGAVE GREEN,M,Style_5516,Catégorie_001,Catégorie_001,Sous-catégorie_008,Sous-catégorie_008,Sous-classe_022,Sous-classe_022
SKU8D8E9D9F,EAN8D8E9D9F,23F,30007,AGAVE GREEN,L,Style_5517,Catégorie_001,Catégorie_001,Sous-catégorie_008,Sous-catégorie_008,Sous-classe_022,Sous-classe_022
SKU3E755E7B,EAN3E755E7B,23F,60149,SLATE ROSE,S,Style_5518,Catégorie_001,Catégorie_001,Sous-catégorie_008,Sous-catégorie_008,Sous-classe_022,Sous-classe_022
SKUE4F68DDE,EANE4F68DDE,23F,60149,SLATE ROSE,L,Style_5519,Catégorie_001,Catégorie_001,Sous-catégorie_008,Sous-catégorie_008,Sous-classe_022,Sous-classe_022
SKU0071E9F5,EAN0071E9F5,23S,00001,Black Beauty,M,Style_5520,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU28097A85,EAN28097A85,23S,00001,Black Beauty,L,Style_5521,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU5335B662,EAN5335B662,23S,10000,Brilliant White,S,Style_5522,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKUE3275385,EANE3275385,23S,10000,Brilliant White,M,Style_5523,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKUF27EC45B,EANF27EC45B,23S,10000,Brilliant White,L,Style_5524,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU11C088B9,EAN11C088B9,23S,30087,LILY PAD,M,Style_5525,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU0F088B6D,EAN0F088B6D,23S,30087,LILY PAD,L,Style_5526,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU0902643C,EAN0902643C,23F,00001,Black Beauty,XS,Style_5527,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKU17EE4591,EAN17EE4591,23F,00001,Black Beauty,M,Style_5528,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKUDFAFF739,EANDFAFF739,23F,00001,Black Beauty,XL,Style_5529,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKUC9EAE8D5,EANC9EAE8D5,23F,00001,Black Beauty,XXL,Style_5530,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKUBE4F954E,EANBE4F954E,23F,00001,Black Beauty,XS,Style_5531,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKUCA29DEA3,EANCA29DEA3,23F,00001,Black Beauty,L,Style_5532,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKU3586CF5A,EAN3586CF5A,23F,00001,Black Beauty,XL,Style_5533,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKUF98506DF,EANF98506DF,23F,60123,BEAUJOLAIS,S,Style_5534,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKU38A0F54E,EAN38A0F54E,23F,60123,BEAUJOLAIS,L,Style_5535,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKU7632BA91,EAN7632BA91,23F,60123,BEAUJOLAIS,XL,Style_5536,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKUEACC5449,EANEACC5449,23F,60123,BEAUJOLAIS,M,Style_5537,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU37A95697,EAN37A95697,23F,60123,BEAUJOLAIS,L,Style_5538,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUCDBF49E0,EANCDBF49E0,23F,60123,BEAUJOLAIS,XL,Style_5539,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU0E31A2A0,EAN0E31A2A0,23F,00001,Black Beauty,XSD,Style_5540,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU75622BF5,EAN75622BF5,23F,00001,Black Beauty,SD,Style_5541,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU1486F8A5,EAN1486F8A5,23F,00001,Black Beauty,MD,Style_5542,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKUE13EB00C,EANE13EB00C,23F,00001,Black Beauty,LD,Style_5543,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU3C0C5B3E,EAN3C0C5B3E,23F,00001,Black Beauty,XLD,Style_5544,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU446D81F3,EAN446D81F3,23F,60123,BEAUJOLAIS,SD,Style_5545,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU3852465F,EAN3852465F,23F,60123,BEAUJOLAIS,MD,Style_5546,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKUF6F36950,EANF6F36950,23F,60123,BEAUJOLAIS,LD,Style_5547,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU5D2EDDC3,EAN5D2EDDC3,23F,60123,BEAUJOLAIS,XLD,Style_5548,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKUEAFDDD1A,EANEAFDDD1A,23F,00001,Black Beauty,S,Style_5549,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU2CCE045E,EAN2CCE045E,23F,00001,Black Beauty,M,Style_5550,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKUB41DB11A,EANB41DB11A,23F,00001,Black Beauty,L,Style_5551,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU6E9E3FF5,EAN6E9E3FF5,23F,00001,Black Beauty,S,Style_5552,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKUADB98AA4,EANADB98AA4,23F,00001,Black Beauty,M,Style_5553,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU6641FE8C,EAN6641FE8C,23F,00001,Black Beauty,XS,Style_5554,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU1A393262,EAN1A393262,23F,00001,Black Beauty,M,Style_5555,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU4654E228,EAN4654E228,23F,00001,Black Beauty,XL,Style_5556,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU462A3011,EAN462A3011,23F,00001,Black Beauty,S,Style_5557,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU633D72D5,EAN633D72D5,23F,00001,Black Beauty,M,Style_5558,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU4E52BA63,EAN4E52BA63,23F,00001,Black Beauty,L,Style_5559,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU45255133,EAN45255133,23F,60123,BEAUJOLAIS,M,Style_5560,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKUD86B2E91,EAND86B2E91,23F,60123,BEAUJOLAIS,XS,Style_5561,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU39F3B1ED,EAN39F3B1ED,23F,60123,BEAUJOLAIS,S,Style_5562,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU1B18B017,EAN1B18B017,23F,60123,BEAUJOLAIS,M,Style_5563,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU33AD5E11,EAN33AD5E11,23F,60123,BEAUJOLAIS,L,Style_5564,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKUD19002F2,EAND19002F2,23F,60123,BEAUJOLAIS,XL,Style_5565,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU220ADEFE,EAN220ADEFE,23F,P30041,BALI,M,Style_5566,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKUC752623E,EANC752623E,23F,P30041,BALI,L,Style_5567,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKU2C0CD159,EAN2C0CD159,23F,P30041,BALI,XL,Style_5568,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKUF5CB1337,EANF5CB1337,23F,P30041,BALI,S,Style_5569,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU40F815D2,EAN40F815D2,23F,P30041,BALI,M,Style_5570,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU62018EDD,EAN62018EDD,23F,P30041,BALI,S,Style_5571,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU98B6CF64,EAN98B6CF64,23F,P30041,BALI,M,Style_5572,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU677B6BF0,EAN677B6BF0,23F,P30041,BALI,XL,Style_5573,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKUE777EE1F,EANE777EE1F,23F,P30041,BALI,M,Style_5574,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKUAED9E9CD,EANAED9E9CD,23F,P30041,BALI,L,Style_5575,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU5CDBB6CC,EAN5CDBB6CC,23F,40021,BLUE DEPTHS,S,Style_5576,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_036,Sous-classe_036
SKU1D08A8AC,EAN1D08A8AC,23F,40021,BLUE DEPTHS,M,Style_5577,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_036,Sous-classe_036
SKU502E5B1B,EAN502E5B1B,23F,40021,BLUE DEPTHS,L,Style_5578,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_036,Sous-classe_036
SKU83DA0A9D,EAN83DA0A9D,23F,40021,BLUE DEPTHS,XXL,Style_5579,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_036,Sous-classe_036
SKU4716CA52,EAN4716CA52,23F,40021,BLUE DEPTHS,M,Style_5580,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU6630B7FB,EAN6630B7FB,23F,40021,BLUE DEPTHS,L,Style_5581,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKUB7D41017,EANB7D41017,23F,40021,BLUE DEPTHS,XXL,Style_5582,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_038,Sous-classe_038
SKU5CF3D07C,EAN5CF3D07C,23F,40021,BLUE DEPTHS,S,Style_5583,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU6FE68E32,EAN6FE68E32,23F,40021,BLUE DEPTHS,L,Style_5584,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU6F6593D5,EAN6F6593D5,23F,40021,BLUE DEPTHS,S,Style_5585,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU3DA645B9,EAN3DA645B9,23F,P00245,SAINT-TROPEZ,M,Style_5586,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_039,Sous-classe_039
SKU2F5F0DB0,EAN2F5F0DB0,23F,P00245,SAINT-TROPEZ,M,Style_5587,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKU71F73024,EAN71F73024,23F,P00245,SAINT-TROPEZ,XL,Style_5588,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKUA96A4AB0,EANA96A4AB0,23F,P00245,SAINT-TROPEZ,XXL,Style_5589,Catégorie_002,Catégorie_002,Sous-catégorie_031,Sous-catégorie_031,Sous-classe_032,Sous-classe_032
SKUD3A284DE,EAND3A284DE,23F,P00245,SAINT-TROPEZ,XSD,Style_5590,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU7864B96A,EAN7864B96A,23F,P00245,SAINT-TROPEZ,SD,Style_5591,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU07130A74,EAN07130A74,23F,P00245,SAINT-TROPEZ,MD,Style_5592,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU5C026EA0,EAN5C026EA0,23F,P00245,SAINT-TROPEZ,LD,Style_5593,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKU588E01B1,EAN588E01B1,23F,P00245,SAINT-TROPEZ,XLD,Style_5594,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKUF98CDE0D,EANF98CDE0D,23F,P00245,SAINT-TROPEZ,XXLD,Style_5595,Catégorie_002,Catégorie_002,Sous-catégorie_012,Sous-catégorie_012,Sous-classe_038,Sous-classe_038
SKUAFB656E5,EANAFB656E5,23F,P00245,SAINT-TROPEZ,S,Style_5596,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU30DB359C,EAN30DB359C,23F,P00245,SAINT-TROPEZ,M,Style_5597,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_026,Sous-classe_026
SKU223BD155,EAN223BD155,23F,P00245,SAINT-TROPEZ,M,Style_5598,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKUB4519B73,EANB4519B73,23F,P00245,SAINT-TROPEZ,L,Style_5599,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_020,Sous-classe_020
SKU86ED8B9B,EAN86ED8B9B,23F,00001,Black Beauty,S,Style_5600,Catégorie_002,Catégorie_002,Sous-catégorie_020,Sous-catégorie_020,Sous-classe_038,Sous-classe_038
SKUA981CD35,EANA981CD35,23F,00001,Black Beauty,M,Style_5601,Catégorie_002,Catégorie_002,Sous-catégorie_020,Sous-catégorie_020,Sous-classe_038,Sous-classe_038
SKUA029250A,EANA029250A,23F,00001,Black Beauty,L,Style_5602,Catégorie_002,Catégorie_002,Sous-catégorie_020,Sous-catégorie_020,Sous-classe_038,Sous-classe_038
SKU0FFF8906,EAN0FFF8906,23F,P00245,SAINT-TROPEZ,L,Style_5603,Catégorie_002,Catégorie_002,Sous-catégorie_020,Sous-catégorie_020,Sous-classe_038,Sous-classe_038
SKUABA7D3D0,EANABA7D3D0,23F,P00244,MARBELLA,XS,Style_5604,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKUE7901C69,EANE7901C69,23F,P00244,MARBELLA,M,Style_5605,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKUEECF1794,EANEECF1794,23F,P00244,MARBELLA,L,Style_5606,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKUD71CDB00,EAND71CDB00,23F,P00244,MARBELLA,XL,Style_5607,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU29B6F1A9,EAN29B6F1A9,23F,P10270,BIG LEAF,S,Style_5608,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKUBEFC0CB4,EANBEFC0CB4,23F,P10270,BIG LEAF,M,Style_5609,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU01EB5CF7,EAN01EB5CF7,23F,P10270,BIG LEAF,L,Style_5610,Catégorie_001,Catégorie_001,Sous-catégorie_002,Sous-catégorie_002,Sous-classe_024,Sous-classe_024
SKU0F93FBDB,EAN0F93FBDB,23S,30089,MEDIUM GREEN,S,Style_5611,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_029,Sous-classe_029
SKUE4FE0A01,EANE4FE0A01,23S,40159,PRINCESS BLUE,M,Style_5612,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_029,Sous-classe_029
SKUCE818A1A,EANCE818A1A,23S,40159,PRINCESS BLUE,L,Style_5613,Catégorie_002,Catégorie_002,Sous-catégorie_003,Sous-catégorie_003,Sous-classe_029,Sous-classe_029
SKU94D781C6,EAN94D781C6,23S,10000,Brilliant White,S/M,Style_5614,Catégorie_008,Catégorie_008,Sous-catégorie_018,Sous-catégorie_018,,
SKUBB337555,EANBB337555,23S,10000,Brilliant White,L/XL,Style_5615,Catégorie_008,Catégorie_008,Sous-catégorie_018,Sous-catégorie_018,,
SKUD40FAEC0,EAND40FAEC0,23S,P10288,KHAKI DITSY,XS,Style_5616,Catégorie_007,Catégorie_007,Sous-catégorie_027,Sous-catégorie_027,Sous-classe_043,Sous-classe_043
SKUF65960D0,EANF65960D0,23S,P10288,KHAKI DITSY,M,Style_5617,Catégorie_007,Catégorie_007,Sous-catégorie_027,Sous-catégorie_027,Sous-classe_043,Sous-classe_043
SKUB7ABEAC2,EANB7ABEAC2,23S,P10288,KHAKI DITSY,XL,Style_5618,Catégorie_007,Catégorie_007,Sous-catégorie_027,Sous-catégorie_027,Sous-classe_043,Sous-classe_043
SKUE4DDA0C5,EANE4DDA0C5,23S,P30045,KHAKI POLKA DOT,M,Style_5619,Catégorie_007,Catégorie_007,Sous-catégorie_027,Sous-catégorie_027,Sous-classe_043,Sous-classe_043
SKU5721BF91,EAN5721BF91,23S,P30045,KHAKI POLKA DOT,L,Style_5620,Catégorie_007,Catégorie_007,Sous-catégorie_027,Sous-catégorie_027,Sous-classe_043,Sous-classe_043
SKU60820076,EAN60820076,23S,P30045,KHAKI POLKA DOT,XL,Style_5621,Catégorie_007,Catégorie_007,Sous-catégorie_027,Sous-catégorie_027,Sous-classe_043,Sous-classe_043
SKU4F70C99A,EAN4F70C99A,23S,P30044,KHAKI PAISLEY,XL,Style_5622,Catégorie_007,Catégorie_007,Sous-catégorie_015,Sous-catégorie_015,Sous-classe_030,Sous-classe_030
SKU62B7362D,EAN62B7362D,23S,P30044,KHAKI PAISLEY,XXL,Style_5623,Catégorie_007,Catégorie_007,Sous-catégorie_015,Sous-catégorie_015,Sous-classe_030,Sous-classe_030
SKUDEE3D4FF,EANDEE3D4FF,23F,P00249,BLACK FOREST FLORAL,36B,Style_5624,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKU55077602,EAN55077602,23F,P00249,BLACK FOREST FLORAL,36C,Style_5625,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKU8D6F3CBC,EAN8D6F3CBC,23F,P00249,BLACK FOREST FLORAL,36D,Style_5626,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKUD0AB6AF1,EAND0AB6AF1,23F,P00249,BLACK FOREST FLORAL,36DD,Style_5627,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKUE5F9C4C7,EANE5F9C4C7,23F,50058,GRAPEADE,S,Style_5628,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKUE01B094F,EANE01B094F,23F,60118,ROSE TAN,S,Style_5629,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKU0AE6754B,EAN0AE6754B,23F,60118,ROSE TAN,M,Style_5630,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKUED1DBCB6,EANED1DBCB6,23F,60118,ROSE TAN,XL,Style_5631,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKU6D41E938,EAN6D41E938,23F,P00249,BLACK FOREST FLORAL,34C,Style_5632,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKUCD384086,EANCD384086,23F,P00249,BLACK FOREST FLORAL,40C,Style_5633,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU06A746CA,EAN06A746CA,23F,P00249,BLACK FOREST FLORAL,34D,Style_5634,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKUEB9E201E,EANEB9E201E,23F,P00249,BLACK FOREST FLORAL,42D,Style_5635,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKUB55B1B50,EANB55B1B50,23F,P00249,BLACK FOREST FLORAL,36DD,Style_5636,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU7D9A9C0A,EAN7D9A9C0A,23F,P00249,BLACK FOREST FLORAL,38E,Style_5637,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU1AA39444,EAN1AA39444,23F,P00249,BLACK FOREST FLORAL,40C,Style_5638,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKU8D971418,EAN8D971418,23F,P00249,BLACK FOREST FLORAL,38D,Style_5639,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_052,Sous-classe_052
SKUB2910BAE,EANB2910BAE,23F,P00249,BLACK FOREST FLORAL,L,Style_5640,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_020,Sous-classe_020
SKUD416E242,EAND416E242,23F,50058,GRAPEADE,M,Style_5641,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_029,Sous-classe_029
SKU5E00F184,EAN5E00F184,23F,50058,GRAPEADE,XL,Style_5642,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_029,Sous-classe_029
SKU2FDF88CD,EAN2FDF88CD,23F,60118,ROSE TAN,L,Style_5643,Catégorie_006,Catégorie_006,Sous-catégorie_017,Sous-catégorie_017,Sous-classe_029,Sous-classe_029
SKU28A018A3,EAN28A018A3,23F,P40238,FLOURISHING GARDEN,38D,Style_5644,Catégorie_003,Catégorie_003,Sous-catégorie_035,Sous-catégorie_035,Sous-classe_051,Sous-classe_051
SKU7CEBA2B8,EAN7CEBA2B8,23F,P40238,FLOURISHING GARDEN,38B,Style_5645,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU0B33BC10,EAN0B33BC10,23F,P40238,FLOURISHING GARDEN,38C,Style_5646,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU4D91087B,EAN4D91087B,23F,P40238,FLOURISHING GARDEN,36D,Style_5647,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU678F38D1,EAN678F38D1,23F,P40238,FLOURISHING GARDEN,42E,Style_5648,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU2CE0BF6A,EAN2CE0BF6A,23F,40120,SLATE,40C,Style_5649,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKUA17931E3,EANA17931E3,23F,40120,SLATE,38D,Style_5650,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
SKU560EFF04,EAN560EFF04,23F,40120,SLATE,40DD,Style_5651,Catégorie_003,Catégorie_003,Sous-catégorie_016,Sous-catégorie_016,Sous-classe_051,Sous-classe_051
